task_id,project_id,employee_id,task_name,priority,status,estimated_hours,actual_hours,start_date,due_date,completion_date,delay_days,sla_breach,dependency_reason,task_complexity,risk_level,min_completion_time,max_completion_time,avg_completion_time
15757,519,1046,Task_15757,High,Pending,53,61,2025-04-05,2025-06-25,2025-06-25,0,No,Vendor Delay,Easy,Medium,49,66,57.5
15758,535,0,Task_15758,High,Not Started,20,44,2025-03-21,2025-05-01,2025-05-01,0,No,N/A,Complex,Low,17,53,35.0
15759,545,1180,Task_15759,Critical,Delayed,115,135,2025-03-28,2025-06-08,2025-06-08,0,No,Vendor Delay,Medium,High,112,145,128.5
15760,502,1046,Task_15760,Medium,Completed,82,83,2025-08-31,2025-11-14,2025-11-24,10,Yes,N/A,Easy,Medium,77,91,84.0
15761,525,1197,Task_15761,Critical,Completed,59,61,2024-08-08,2024-09-15,2024-09-10,-5,No,N/A,Easy,Low,54,67,60.5
15762,539,0,Task_15762,Medium,Not Started,107,131,2024-06-07,2024-08-26,2024-08-26,0,No,N/A,Medium,Low,106,149,127.5
15763,521,1176,Task_15763,Medium,Completed,89,88,2025-06-19,2025-07-03,2025-07-08,5,No,N/A,Easy,Medium,86,99,92.5
15764,509,0,Task_15764,Critical,Not Started,95,112,2024-12-08,2025-01-08,2025-01-08,0,No,N/A,Easy,High,93,132,112.5
15765,520,1014,Task_15765,Medium,Review Completed,92,102,2024-07-13,2024-09-15,2024-09-20,5,No,N/A,Medium,Low,89,121,105.0
15766,532,1023,Task_15766,Medium,Review Completed,27,24,2024-07-15,2024-08-03,2024-08-03,0,No,N/A,Easy,Low,25,36,30.5
15767,522,1048,Task_15767,High,In Progress,58,89,2025-10-08,2025-12-05,2025-12-05,0,No,N/A,Easy,Low,55,108,81.5
15768,507,1018,Task_15768,High,In Progress,55,55,2025-11-01,2026-01-21,2026-01-21,0,No,N/A,Complex,High,51,67,59.0
15769,510,1041,Task_15769,High,Ready for Review,62,98,2026-01-03,2026-03-04,2026-03-04,0,No,N/A,Medium,Low,60,105,82.5
15770,538,0,Task_15770,Low,Not Started,116,150,2026-05-10,2026-05-18,2026-05-18,0,No,N/A,Easy,Low,114,164,139.0
15771,541,1098,Task_15771,Low,Ready for Review,53,60,2026-05-02,2026-06-24,2026-06-24,0,No,N/A,Easy,Medium,49,80,64.5
15772,546,1108,Task_15772,Medium,Ready for Review,35,51,2025-09-26,2025-10-11,2025-10-11,0,No,N/A,Easy,High,32,66,49.0
15773,509,1164,Task_15773,Medium,Completed,37,40,2024-10-14,2024-11-29,2024-11-25,-4,No,N/A,Complex,High,34,55,44.5
15774,540,1196,Task_15774,Critical,Review Completed,82,90,2025-04-18,2025-05-25,2025-06-03,9,Yes,N/A,Medium,Medium,78,106,92.0
15775,542,1062,Task_15775,Low,Delayed,38,55,2025-04-05,2025-05-02,2025-05-02,0,No,Waiting for Client Input,Complex,Medium,33,75,54.0
15776,528,1002,Task_15776,High,Ready for Review,46,46,2024-08-19,2024-09-11,2024-09-11,0,No,N/A,Medium,Low,44,53,48.5
15777,517,1079,Task_15777,High,In Progress,68,95,2026-01-16,2026-02-16,2026-02-16,0,No,N/A,Easy,Low,67,114,90.5
15778,510,1051,Task_15778,High,Review Completed,73,108,2024-10-29,2024-11-05,2024-11-01,-4,No,N/A,Easy,Low,70,116,93.0
15779,509,1089,Task_15779,High,Pending,58,91,2025-07-26,2025-10-19,2025-10-19,0,No,Infrastructure Issue,Easy,Medium,56,109,82.5
15780,505,1187,Task_15780,Medium,In Progress,33,53,2025-04-19,2025-05-27,2025-05-27,0,No,N/A,Medium,Medium,30,67,48.5
15781,542,1131,Task_15781,Critical,Review Completed,108,133,2024-08-29,2024-11-20,2024-11-23,3,No,N/A,Medium,High,104,147,125.5
15782,525,1048,Task_15782,Medium,Completed,86,113,2025-01-16,2025-03-14,2025-03-10,-4,No,N/A,Easy,Low,85,120,102.5
15783,540,1125,Task_15783,Critical,In Progress,109,139,2026-05-08,2026-07-22,2026-07-22,0,No,N/A,Easy,Low,107,147,127.0
15784,543,1107,Task_15784,Low,Pending,120,145,2026-03-31,2026-04-20,2026-04-20,0,No,Awaiting Manager Decision,Medium,High,115,162,138.5
15785,507,1160,Task_15785,Critical,Ready for Review,119,148,2024-08-10,2024-09-29,2024-09-29,0,No,N/A,Medium,Medium,118,162,140.0
15786,527,0,Task_15786,High,Not Started,104,101,2025-07-17,2025-08-17,2025-08-17,0,No,N/A,Complex,Low,99,115,107.0
15787,527,1008,Task_15787,Critical,Review Completed,75,81,2024-10-05,2024-10-30,2024-11-05,6,No,N/A,Easy,Medium,71,96,83.5
15788,549,1022,Task_15788,Medium,Completed,11,42,2025-09-10,2025-11-02,2025-11-04,2,No,N/A,Complex,Low,10,58,34.0
15789,522,1188,Task_15789,Low,In Progress,67,95,2024-08-02,2024-10-22,2024-10-22,0,No,N/A,Medium,High,66,110,88.0
15790,513,0,Task_15790,Low,Not Started,17,57,2024-08-12,2024-09-14,2024-09-14,0,No,N/A,Easy,Low,14,77,45.5
15791,509,0,Task_15791,High,Not Started,70,78,2025-06-09,2025-06-17,2025-06-17,0,No,N/A,Complex,High,68,90,79.0
15792,545,1085,Task_15792,Critical,Completed,115,116,2026-04-01,2026-04-23,2026-05-01,8,Yes,N/A,Easy,Low,113,122,117.5
15793,514,1012,Task_15793,Medium,In Progress,41,59,2025-12-31,2026-03-16,2026-03-16,0,No,N/A,Complex,High,39,71,55.0
15794,523,1173,Task_15794,Critical,Delayed,18,19,2026-01-28,2026-02-17,2026-02-17,0,No,Pending Approval,Easy,High,13,39,26.0
15795,530,1170,Task_15795,Critical,Completed,87,92,2025-11-21,2026-01-21,2026-01-28,7,No,N/A,Complex,Low,83,109,96.0
15796,501,1101,Task_15796,Critical,In Progress,91,121,2025-11-18,2025-12-30,2025-12-30,0,No,N/A,Medium,Medium,89,130,109.5
15797,520,0,Task_15797,High,Not Started,42,80,2025-04-04,2025-05-12,2025-05-12,0,No,N/A,Medium,Medium,37,97,67.0
15798,526,1007,Task_15798,High,In Progress,29,25,2025-03-17,2025-05-09,2025-05-09,0,No,N/A,Complex,High,24,32,28.0
15799,541,1143,Task_15799,Medium,Completed,48,79,2025-09-16,2025-12-08,2025-12-18,10,Yes,N/A,Easy,Low,47,98,72.5
15800,533,1152,Task_15800,Medium,Completed,20,19,2024-11-01,2024-12-02,2024-11-22,-10,No,N/A,Complex,Low,19,32,25.5
15801,519,1031,Task_15801,Critical,Delayed,20,52,2024-07-27,2024-10-10,2024-10-10,0,No,Waiting for Client Input,Easy,Low,19,71,45.0
15802,541,0,Task_15802,Low,Not Started,53,48,2026-04-23,2026-06-25,2026-06-25,0,No,N/A,Medium,Medium,50,63,56.5
15803,529,1044,Task_15803,Medium,In Progress,22,54,2025-08-04,2025-08-30,2025-08-30,0,No,N/A,Complex,High,17,59,38.0
15804,517,1167,Task_15804,Medium,Ready for Review,107,109,2025-04-15,2025-06-11,2025-06-11,0,No,N/A,Complex,Medium,106,126,116.0
15805,518,1046,Task_15805,Critical,Completed,116,114,2026-01-05,2026-03-17,2026-03-23,6,No,N/A,Easy,Low,113,122,117.5
15806,507,1130,Task_15806,High,In Progress,35,61,2025-01-30,2025-02-05,2025-02-05,0,No,N/A,Easy,Low,32,81,56.5
15807,527,1122,Task_15807,Low,In Progress,30,36,2025-03-20,2025-05-17,2025-05-17,0,No,N/A,Complex,Medium,27,49,38.0
15808,535,1093,Task_15808,Medium,In Progress,36,64,2025-04-20,2025-06-08,2025-06-08,0,No,N/A,Medium,Medium,35,82,58.5
15809,508,1019,Task_15809,High,Delayed,62,75,2026-04-26,2026-06-05,2026-06-05,0,No,Vendor Delay,Medium,Low,58,93,75.5
15810,511,1049,Task_15810,Low,Completed,97,131,2024-07-30,2024-08-11,2024-08-04,-7,No,N/A,Medium,High,96,141,118.5
15811,522,1173,Task_15811,Low,Completed,97,99,2026-01-14,2026-01-31,2026-02-07,7,No,N/A,Easy,Low,94,106,100.0
15812,503,1099,Task_15812,Critical,Ready for Review,26,33,2026-05-28,2026-07-19,2026-07-19,0,No,N/A,Complex,Low,24,48,36.0
15813,501,1152,Task_15813,Medium,Delayed,22,34,2024-11-25,2024-12-06,2024-12-06,0,No,Awaiting Manager Decision,Medium,Medium,21,43,32.0
15814,526,1021,Task_15814,Critical,In Progress,73,92,2024-09-03,2024-10-28,2024-10-28,0,No,N/A,Easy,Medium,72,101,86.5
15815,512,1150,Task_15815,Critical,Delayed,69,97,2025-02-09,2025-05-06,2025-05-06,0,No,Awaiting Manager Decision,Complex,High,64,110,87.0
15816,506,1118,Task_15816,High,Completed,79,78,2025-08-22,2025-11-13,2025-11-09,-4,No,N/A,Medium,High,74,90,82.0
15817,503,1192,Task_15817,Medium,Review Completed,54,54,2025-03-23,2025-03-29,2025-04-08,10,Yes,N/A,Easy,High,51,74,62.5
15818,512,1008,Task_15818,High,Delayed,76,81,2026-04-21,2026-05-08,2026-05-08,0,No,Pending Approval,Complex,Low,75,88,81.5
15819,506,1162,Task_15819,High,Ready for Review,116,130,2025-08-23,2025-09-26,2025-09-26,0,No,N/A,Medium,Medium,115,143,129.0
15820,535,1119,Task_15820,Medium,Delayed,90,122,2024-08-18,2024-09-29,2024-09-29,0,No,Pending Approval,Medium,High,87,140,113.5
15821,502,1193,Task_15821,Medium,Completed,107,103,2025-02-11,2025-02-27,2025-03-07,8,Yes,N/A,Easy,Medium,103,121,112.0
15822,504,1002,Task_15822,Low,Ready for Review,43,44,2024-08-25,2024-11-17,2024-11-17,0,No,N/A,Easy,High,40,51,45.5
15823,514,0,Task_15823,Critical,Not Started,13,36,2025-10-03,2025-11-26,2025-11-26,0,No,N/A,Easy,Medium,9,43,26.0
15824,525,1028,Task_15824,High,Pending,97,117,2024-11-11,2025-01-26,2025-01-26,0,No,Vendor Delay,Complex,High,94,135,114.5
15825,542,1035,Task_15825,Low,Pending,13,46,2025-06-15,2025-08-25,2025-08-25,0,No,Infrastructure Issue,Complex,Low,11,60,35.5
15826,537,1100,Task_15826,High,Delayed,60,93,2025-11-20,2025-12-12,2025-12-12,0,No,Pending Approval,Easy,Medium,57,106,81.5
15827,510,1113,Task_15827,Low,Ready for Review,118,132,2025-11-18,2026-01-25,2026-01-25,0,No,N/A,Easy,High,114,142,128.0
15828,542,1051,Task_15828,Low,Review Completed,61,65,2025-05-23,2025-05-31,2025-06-08,8,Yes,N/A,Complex,Medium,60,83,71.5
15829,519,1174,Task_15829,Low,Delayed,24,49,2025-10-14,2025-11-08,2025-11-08,0,No,Pending Approval,Medium,Low,23,54,38.5
15830,528,1100,Task_15830,Low,Pending,115,143,2025-02-10,2025-04-04,2025-04-04,0,No,Pending Approval,Complex,High,111,152,131.5
15831,536,1093,Task_15831,High,Completed,83,91,2025-04-02,2025-05-21,2025-05-27,6,No,N/A,Medium,Low,80,97,88.5
15832,545,1094,Task_15832,High,Completed,68,68,2024-11-07,2024-12-02,2024-12-05,3,No,N/A,Medium,High,65,85,75.0
15833,544,1026,Task_15833,Critical,Ready for Review,64,79,2024-06-17,2024-08-11,2024-08-11,0,No,N/A,Easy,Medium,60,97,78.5
15834,508,1198,Task_15834,Low,Review Completed,20,22,2026-05-21,2026-06-12,2026-06-03,-9,No,N/A,Complex,High,16,27,21.5
15835,545,1005,Task_15835,Critical,Pending,53,88,2026-04-16,2026-06-27,2026-06-27,0,No,Awaiting Manager Decision,Medium,High,51,104,77.5
15836,527,1048,Task_15836,Critical,Delayed,33,51,2024-08-31,2024-10-18,2024-10-18,0,No,Pending Approval,Easy,Medium,30,70,50.0
15837,546,0,Task_15837,Low,Not Started,101,111,2025-11-11,2025-12-10,2025-12-10,0,No,N/A,Complex,Medium,98,124,111.0
15838,533,0,Task_15838,Low,Not Started,65,103,2026-01-04,2026-04-04,2026-04-04,0,No,N/A,Medium,Low,60,114,87.0
15839,511,1038,Task_15839,Medium,Ready for Review,85,118,2024-07-20,2024-10-18,2024-10-18,0,No,N/A,Easy,Low,81,134,107.5
15840,501,1177,Task_15840,Low,Pending,18,58,2024-10-12,2024-11-16,2024-11-16,0,No,Pending Approval,Complex,Low,13,69,41.0
15841,504,1002,Task_15841,Low,Ready for Review,41,67,2026-04-14,2026-06-11,2026-06-11,0,No,N/A,Easy,Medium,38,81,59.5
15842,522,0,Task_15842,Critical,Not Started,65,81,2025-08-10,2025-08-15,2025-08-15,0,No,N/A,Complex,Medium,63,97,80.0
15843,544,0,Task_15843,Low,Not Started,104,137,2025-11-09,2025-11-19,2025-11-19,0,No,N/A,Easy,High,99,152,125.5
15844,539,1189,Task_15844,Low,Review Completed,82,77,2024-08-12,2024-09-20,2024-09-22,2,No,N/A,Complex,High,80,94,87.0
15845,534,0,Task_15845,Medium,Not Started,107,114,2024-08-08,2024-10-18,2024-10-18,0,No,N/A,Medium,Low,103,127,115.0
15846,527,1151,Task_15846,Low,Review Completed,20,41,2025-07-09,2025-08-07,2025-08-09,2,No,N/A,Medium,High,16,61,38.5
15847,512,1082,Task_15847,Low,Review Completed,86,107,2026-05-07,2026-07-24,2026-07-23,-1,No,N/A,Medium,Medium,84,124,104.0
15848,541,1139,Task_15848,Low,Pending,88,112,2025-07-29,2025-10-11,2025-10-11,0,No,Awaiting Manager Decision,Complex,Low,87,125,106.0
15849,511,1084,Task_15849,Low,Ready for Review,111,134,2025-02-24,2025-04-30,2025-04-30,0,No,N/A,Complex,Medium,110,150,130.0
15850,503,1087,Task_15850,Low,Ready for Review,51,73,2026-02-21,2026-03-18,2026-03-18,0,No,N/A,Complex,High,48,87,67.5
15851,547,1191,Task_15851,Low,Completed,78,107,2025-03-02,2025-05-30,2025-06-01,2,No,N/A,Easy,Low,74,123,98.5
15852,537,1029,Task_15852,Low,Delayed,35,63,2024-10-11,2024-12-14,2024-12-14,0,No,Waiting for Client Input,Medium,Low,31,76,53.5
15853,507,0,Task_15853,Medium,Not Started,40,52,2025-08-23,2025-11-15,2025-11-15,0,No,N/A,Complex,High,35,66,50.5
15854,543,1140,Task_15854,Critical,In Progress,107,106,2025-08-13,2025-09-26,2025-09-26,0,No,N/A,Easy,Medium,106,120,113.0
15855,528,1137,Task_15855,Critical,Review Completed,97,104,2025-09-09,2025-10-29,2025-11-02,4,No,N/A,Complex,Low,95,115,105.0
15856,515,1059,Task_15856,High,Review Completed,16,43,2025-07-26,2025-10-23,2025-10-31,8,Yes,N/A,Medium,Medium,15,55,35.0
15857,542,1102,Task_15857,Low,Ready for Review,74,87,2024-12-04,2025-01-09,2025-01-09,0,No,N/A,Complex,Medium,72,94,83.0
15858,525,1154,Task_15858,Medium,Ready for Review,81,102,2026-04-12,2026-04-30,2026-04-30,0,No,N/A,Easy,Medium,77,121,99.0
15859,537,1001,Task_15859,Critical,Delayed,89,88,2024-07-19,2024-10-05,2024-10-05,0,No,Awaiting Manager Decision,Medium,Medium,84,101,92.5
15860,530,0,Task_15860,Low,Not Started,12,45,2024-12-10,2025-02-26,2025-02-26,0,No,N/A,Easy,Low,9,53,31.0
15861,526,1090,Task_15861,Low,Pending,103,108,2025-09-21,2025-11-05,2025-11-05,0,No,Infrastructure Issue,Easy,High,99,117,108.0
15862,503,1153,Task_15862,High,Pending,28,56,2024-07-18,2024-07-26,2024-07-26,0,No,Dependency on External Team,Easy,Low,24,71,47.5
15863,549,1015,Task_15863,Critical,Completed,42,56,2026-03-24,2026-05-03,2026-04-25,-8,No,N/A,Complex,Low,39,74,56.5
15864,524,0,Task_15864,Critical,Not Started,103,126,2025-04-18,2025-05-13,2025-05-13,0,No,N/A,Easy,Low,99,142,120.5
15865,511,0,Task_15865,Medium,Not Started,24,47,2026-05-22,2026-07-06,2026-07-06,0,No,N/A,Complex,High,19,57,38.0
15866,521,0,Task_15866,Critical,Not Started,34,58,2025-01-06,2025-01-14,2025-01-14,0,No,N/A,Complex,Medium,33,70,51.5
15867,502,1190,Task_15867,High,Pending,95,119,2025-11-03,2025-12-01,2025-12-01,0,No,Waiting for Client Input,Complex,High,93,128,110.5
15868,510,1199,Task_15868,Critical,In Progress,39,75,2025-12-17,2026-02-19,2026-02-19,0,No,N/A,Medium,Medium,35,91,63.0
15869,525,1070,Task_15869,Low,Delayed,59,88,2025-07-01,2025-08-16,2025-08-16,0,No,Pending Approval,Medium,High,57,101,79.0
15870,527,1040,Task_15870,Critical,Ready for Review,93,123,2025-01-01,2025-03-24,2025-03-24,0,No,N/A,Medium,Medium,88,129,108.5
15871,519,1163,Task_15871,Critical,Review Completed,65,82,2025-06-03,2025-08-14,2025-08-14,0,No,N/A,Medium,Medium,61,98,79.5
15872,550,0,Task_15872,Critical,Not Started,99,131,2025-03-31,2025-04-27,2025-04-27,0,No,N/A,Complex,Low,96,140,118.0
15873,535,1099,Task_15873,Low,Ready for Review,97,100,2024-07-21,2024-10-17,2024-10-17,0,No,N/A,Medium,Medium,92,116,104.0
15874,543,1047,Task_15874,Low,In Progress,76,102,2024-09-09,2024-10-10,2024-10-10,0,No,N/A,Complex,Medium,73,110,91.5
15875,526,1136,Task_15875,Critical,Review Completed,40,51,2025-07-19,2025-10-12,2025-10-04,-8,No,N/A,Complex,Medium,37,65,51.0
15876,529,1077,Task_15876,Medium,Review Completed,62,69,2025-07-18,2025-10-05,2025-10-09,4,No,N/A,Easy,High,61,74,67.5
15877,550,1113,Task_15877,Low,Delayed,115,121,2024-10-29,2025-01-05,2025-01-05,0,No,Infrastructure Issue,Medium,High,110,139,124.5
15878,534,1130,Task_15878,Low,Delayed,95,114,2025-04-15,2025-06-15,2025-06-15,0,No,Vendor Delay,Medium,High,92,124,108.0
15879,543,1008,Task_15879,Medium,Pending,115,130,2024-06-21,2024-08-25,2024-08-25,0,No,Awaiting Manager Decision,Easy,Low,112,147,129.5
15880,517,1054,Task_15880,High,Review Completed,108,129,2024-12-09,2025-01-25,2025-01-17,-8,No,N/A,Easy,Medium,103,146,124.5
15881,509,1022,Task_15881,Critical,In Progress,18,31,2026-01-29,2026-02-12,2026-02-12,0,No,N/A,Complex,Low,16,40,28.0
15882,547,1192,Task_15882,High,Delayed,65,102,2025-09-01,2025-11-10,2025-11-10,0,No,Infrastructure Issue,Medium,Medium,62,110,86.0
15883,507,1014,Task_15883,Critical,Completed,73,68,2024-09-29,2024-11-17,2024-11-25,8,Yes,N/A,Easy,Low,71,86,78.5
15884,522,1177,Task_15884,Low,Completed,57,96,2024-09-08,2024-10-04,2024-09-29,-5,No,N/A,Complex,Low,53,110,81.5
15885,524,1099,Task_15885,Critical,Ready for Review,52,56,2025-09-15,2025-12-13,2025-12-13,0,No,N/A,Complex,Medium,47,72,59.5
15886,521,1051,Task_15886,Medium,Completed,24,43,2025-11-03,2026-01-16,2026-01-13,-3,No,N/A,Easy,Medium,22,48,35.0
15887,506,1032,Task_15887,Medium,Pending,37,73,2024-06-01,2024-06-16,2024-06-16,0,No,Awaiting Manager Decision,Easy,High,36,79,57.5
15888,534,1154,Task_15888,High,Ready for Review,16,13,2024-11-15,2025-01-27,2025-01-27,0,No,N/A,Medium,Medium,13,32,22.5
15889,532,1176,Task_15889,Medium,Review Completed,41,54,2025-11-20,2026-02-15,2026-02-11,-4,No,N/A,Complex,Low,39,64,51.5
15890,543,1033,Task_15890,Critical,In Progress,100,99,2024-10-31,2025-01-14,2025-01-14,0,No,N/A,Complex,High,98,117,107.5
15891,534,1160,Task_15891,High,Ready for Review,41,58,2024-07-24,2024-10-12,2024-10-12,0,No,N/A,Medium,High,36,63,49.5
15892,532,1193,Task_15892,High,Delayed,36,39,2024-11-23,2025-02-09,2025-02-09,0,No,Infrastructure Issue,Medium,Low,33,52,42.5
15893,542,1028,Task_15893,High,Review Completed,34,58,2026-02-02,2026-02-13,2026-02-23,10,Yes,N/A,Medium,High,32,71,51.5
15894,523,1071,Task_15894,Critical,Delayed,82,111,2025-08-27,2025-11-18,2025-11-18,0,No,Vendor Delay,Medium,Low,81,117,99.0
15895,530,1077,Task_15895,High,Delayed,77,84,2025-06-28,2025-07-09,2025-07-09,0,No,Infrastructure Issue,Medium,High,75,102,88.5
15896,535,1129,Task_15896,High,Ready for Review,82,114,2026-04-26,2026-07-10,2026-07-10,0,No,N/A,Medium,Medium,78,124,101.0
15897,506,1063,Task_15897,Critical,Review Completed,28,56,2025-07-24,2025-09-02,2025-08-27,-6,No,N/A,Medium,High,27,66,46.5
15898,537,1176,Task_15898,Low,In Progress,115,112,2025-06-24,2025-09-12,2025-09-12,0,No,N/A,Easy,Low,110,119,114.5
15899,512,0,Task_15899,High,Not Started,106,105,2025-02-05,2025-03-25,2025-03-25,0,No,N/A,Easy,Low,105,114,109.5
15900,518,1131,Task_15900,Medium,Review Completed,14,29,2025-11-19,2025-12-31,2025-12-24,-7,No,N/A,Easy,Medium,10,44,27.0
15901,501,0,Task_15901,High,Not Started,108,137,2025-01-28,2025-03-31,2025-03-31,0,No,N/A,Easy,High,104,157,130.5
15902,549,0,Task_15902,Low,Not Started,15,23,2026-04-15,2026-05-12,2026-05-12,0,No,N/A,Medium,Low,13,41,27.0
15903,530,1195,Task_15903,Critical,Ready for Review,75,88,2025-09-02,2025-10-07,2025-10-07,0,No,N/A,Medium,High,73,106,89.5
15904,518,1109,Task_15904,Medium,Ready for Review,91,100,2024-07-05,2024-07-19,2024-07-19,0,No,N/A,Easy,Low,90,111,100.5
15905,523,1170,Task_15905,Medium,Delayed,113,124,2026-04-28,2026-06-03,2026-06-03,0,No,Infrastructure Issue,Easy,High,109,144,126.5
15906,522,1141,Task_15906,High,Ready for Review,78,84,2024-12-05,2024-12-19,2024-12-19,0,No,N/A,Medium,High,73,102,87.5
15907,535,1108,Task_15907,Low,Delayed,29,32,2024-09-18,2024-10-27,2024-10-27,0,No,Pending Approval,Easy,Medium,28,41,34.5
15908,533,1129,Task_15908,Medium,Ready for Review,88,116,2025-12-13,2026-01-12,2026-01-12,0,No,N/A,Easy,Medium,83,126,104.5
15909,518,1031,Task_15909,Critical,Delayed,24,27,2026-04-15,2026-06-01,2026-06-01,0,No,Infrastructure Issue,Easy,Medium,23,45,34.0
15910,546,1159,Task_15910,High,Review Completed,96,132,2025-10-24,2026-01-19,2026-01-14,-5,No,N/A,Medium,High,93,145,119.0
15911,521,1121,Task_15911,Low,Completed,93,126,2026-04-23,2026-06-23,2026-06-15,-8,No,N/A,Medium,High,92,138,115.0
15912,532,1135,Task_15912,Critical,Review Completed,36,38,2024-11-27,2024-12-07,2024-12-01,-6,No,N/A,Medium,Medium,33,48,40.5
15913,528,1186,Task_15913,High,Delayed,39,70,2025-09-05,2025-10-15,2025-10-15,0,No,Infrastructure Issue,Complex,Low,34,84,59.0
15914,501,1026,Task_15914,Critical,Pending,112,143,2025-10-04,2025-10-10,2025-10-10,0,No,Pending Approval,Easy,Medium,109,159,134.0
15915,512,1175,Task_15915,Critical,In Progress,98,123,2025-09-15,2025-11-03,2025-11-03,0,No,N/A,Complex,Low,97,133,115.0
15916,525,1040,Task_15916,Medium,Delayed,49,55,2025-12-09,2025-12-28,2025-12-28,0,No,Vendor Delay,Complex,Medium,48,65,56.5
15917,534,1042,Task_15917,Critical,Completed,117,147,2025-08-14,2025-08-22,2025-08-27,5,No,N/A,Complex,High,115,165,140.0
15918,537,1079,Task_15918,Low,Pending,73,70,2025-06-30,2025-08-22,2025-08-22,0,No,Vendor Delay,Complex,High,68,85,76.5
15919,508,1162,Task_15919,Medium,Pending,82,102,2025-05-13,2025-08-10,2025-08-10,0,No,Vendor Delay,Medium,Medium,79,114,96.5
15920,538,1049,Task_15920,Low,In Progress,52,48,2024-09-02,2024-09-29,2024-09-29,0,No,N/A,Complex,Medium,51,55,53.0
15921,544,0,Task_15921,Medium,Not Started,15,10,2025-03-13,2025-03-23,2025-03-23,0,No,N/A,Easy,Low,10,19,14.5
15922,509,1061,Task_15922,High,Ready for Review,105,110,2025-09-25,2025-10-05,2025-10-05,0,No,N/A,Medium,Low,100,122,111.0
15923,534,1147,Task_15923,Low,Delayed,13,26,2025-09-13,2025-11-11,2025-11-11,0,No,Infrastructure Issue,Easy,Low,12,45,28.5
15924,535,1121,Task_15924,Low,Ready for Review,33,44,2024-08-18,2024-10-21,2024-10-21,0,No,N/A,Medium,Low,30,52,41.0
15925,526,1012,Task_15925,Critical,Delayed,63,78,2025-03-09,2025-03-21,2025-03-21,0,No,Vendor Delay,Complex,Medium,59,94,76.5
15926,512,1010,Task_15926,High,Completed,69,76,2025-04-01,2025-04-21,2025-04-24,3,No,N/A,Easy,Low,68,88,78.0
15927,522,1079,Task_15927,High,Pending,11,31,2024-08-31,2024-09-30,2024-09-30,0,No,Pending Approval,Easy,Medium,7,37,22.0
15928,543,0,Task_15928,High,Not Started,64,97,2024-08-16,2024-09-22,2024-09-22,0,No,N/A,Medium,High,61,115,88.0
15929,530,1097,Task_15929,High,Review Completed,60,95,2026-05-12,2026-08-09,2026-08-07,-2,No,N/A,Easy,High,56,103,79.5
15930,501,1079,Task_15930,Critical,Delayed,12,7,2024-07-08,2024-07-14,2024-07-14,0,No,Vendor Delay,Medium,Low,11,18,14.5
15931,518,1131,Task_15931,Medium,Review Completed,72,73,2025-07-29,2025-08-05,2025-08-10,5,No,N/A,Easy,Low,70,83,76.5
15932,543,1186,Task_15932,Critical,Ready for Review,97,126,2025-06-16,2025-07-19,2025-07-19,0,No,N/A,Easy,High,95,146,120.5
15933,514,1037,Task_15933,High,Pending,102,112,2025-06-26,2025-08-04,2025-08-04,0,No,Dependency on External Team,Medium,Low,101,120,110.5
15934,526,1127,Task_15934,Low,Review Completed,57,81,2025-07-21,2025-10-02,2025-10-05,3,No,N/A,Complex,High,53,88,70.5
15935,503,0,Task_15935,Critical,Not Started,12,29,2025-06-09,2025-08-29,2025-08-29,0,No,N/A,Easy,High,11,37,24.0
